S#No#,State Code,State Name ,District Code,District Name ,Sub-District Code,Sub-District Name,Village Code,Village Version,Village Name,Village Name Local,Village Status,Census 2001 Code,Census 2011 Code,SheetName,,,
2958,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1796,2,Bhora,,Inhabitant,622100,1796,Report$,,,
2959,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1793,2,Rakh Hoshiari,,Inhabitant,621800,1793,Report$,,,
2960,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1968,2,Chak Partap Singh,,Inhabitant,,1968,Report$,,,
2961,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1969,2,Chak Gainda,,Inhabitant,,1969,Report$,,,
2962,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1970,2,RakhSarkar Plahi,,Inhabitant,,1970,Report$,,,
2963,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1971,2,Chak Sona Noopa,,Inhabitant,,1971,Report$,,,
2964,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1817,2,Kalana,,Inhabitant,624200,1817,Report$,,,
2965,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1952,2,Raid,,Inhabitant,637700,1952,Report$,,,
2966,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1951,2,Jarai,,Inhabitant,637600,1951,Report$,,,
2967,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1962,2,Taraf Manjli,,Inhabitant,,1962,Report$,,,
2968,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1798,2,Badoli,,Inhabitant,622300,1798,Report$,,,
2969,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1874,2,Bharraha,,Inhabitant,629900,1874,Report$,,,
2970,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1950,2,Taraf Sanji,,Inhabitant,637500,1950,Report$,,,
2971,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1910,2,Padyari,,Inhabitant,633500,1910,Report$,,,
2972,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1919,2,Suraj Beli,,Inhabitant,634400,1919,Report$,,,
2973,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1912,2,Chhatha,,Inhabitant,633700,1912,Report$,,,
2974,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1942,2,Kangrial,,Inhabitant,636700,1942,Report$,,,
2975,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1877,2,Nonal,,Inhabitant,630200,1877,Report$,,,
2976,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1908,2,Muthi Rakwalan,,Inhabitant,633300,1908,Report$,,,
2977,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1902,2,Rakha Lachhipore,,Inhabitant,632700,1902,Report$,,,
2978,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1883,2,Tarharah,,Inhabitant,630800,1883,Report$,,,
2979,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1891,2,Chak Gasawoon,,Inhabitant,631600,1891,Report$,,,
2980,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1889,2,Chak Sardah,,Inhabitant,631400,1889,Report$,,,
2981,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1898,2,Chak Sujanpur,,Inhabitant,632300,1898,Report$,,,
2982,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1800,2,Bijjit,,Inhabitant,622500,1800,Report$,,,
2983,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1858,2,Sawala,,Inhabitant,628300,1858,Report$,,,
2984,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1870,2,Kutlehar,,Inhabitant,629500,1870,Report$,,,
2985,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1867,2,Nora,,Inhabitant,629200,1867,Report$,,,
2986,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1866,2,Kaintah,,Inhabitant,629100,1866,Report$,,,
2987,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1869,2,Dukhnaka,,Inhabitant,629400,1869,Report$,,,
2988,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1836,2,Jandore Hukmi,,Inhabitant,626100,1836,Report$,,,
2989,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1852,2,Kothi,,Inhabitant,627700,1852,Report$,,,
2990,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1834,2,Thanoon,,Inhabitant,625900,1834,Report$,,,
2991,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1855,2,Patoli,,Inhabitant,628000,1855,Report$,,,
2992,1,JAMMU AND KASHMIR,7,KATHUA,30,Kathua,1847,2,Chak Sajan,,Inhabitant,627200,1847,Report$,,,
3309,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,59,1,Gund Gushi,,Inhabitant,6100,59,Report$,,,
3310,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,53,1,Manigah,,Inhabitant,5400,53,Report$,,,
3311,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,50,1,Khumriyal,,Inhabitant,5100,50,Report$,,,
3312,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,936634,2,Qasba Kalaroose,,Inhabitant,,0,Report$,,,
3313,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,115,2,Nagri Malpora,,Inhabitant,12100,115,Report$,,,
3314,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,113,2,Bober Nagh,,Inhabitant,11900,113,Report$,,,
3315,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,106,2,Ogbal,,Inhabitant,11100,106,Report$,,,
3316,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,102,2,Parray Pora,,Inhabitant,10700,102,Report$,,,
3317,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,90,2,Batapora Haihama,,Inhabitant,9500,90,Report$,,,
3318,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,58,2,Bohi Pora,,Inhabitant,6000,58,Report$,,,
3319,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,51,2,Sarkuli Kalaroose,,Inhabitant,5200,51,Report$,,,
3320,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,65,2,Alachi Zab,,Inhabitant,6700,65,Report$,,,
3321,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,47,2,Cher Koote,,Inhabitant,4800,47,Report$,,,
3322,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,48,2,Gund Jahangir,,Inhabitant,4900,48,Report$,,,
3323,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,924954,2,Dudwan,,Inhabitant,,0,Report$,,,
3324,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,124,2,Sulkoote,,Inhabitant,5800,124,Report$,,,
3325,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,104,2,Gotingo,,Inhabitant,10900,104,Report$,,,
3326,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,103,2,Dedi Koote,,Inhabitant,10800,103,Report$,,,
3327,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,101,2,Push Wari,,Inhabitant,10600,101,Report$,,,
3328,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,100,2,Balli Pora,,Inhabitant,10500,100,Report$,,,
3329,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,99,2,Kari Hama,,Inhabitant,10400,99,Report$,,,
3330,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,64,2,Awoora,,Inhabitant,6600,64,Report$,,,
3331,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,63,2,Check Kalilone,,Inhabitant,6500,63,Report$,,,
3332,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,61,2,Bater Gam,,Inhabitant,6300,61,Report$,,,
3333,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,57,2,Tikker,,Inhabitant,5900,57,Report$,,,
3334,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,56,2,Halmath Pora,,Inhabitant,5700,56,Report$,,,
3335,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,54,2,Lashdath,,Inhabitant,5500,54,Report$,,,
3336,1,JAMMU AND KASHMIR,8,KUPWARA,1,Kupwara,52,2,Zangli Kashera,,Inhabitant,5300,52,Report$,,,
3337,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936646,1,Batapora,,Inhabitant,,0,Report$,,,
3338,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936642,1,Khirman Hanood,,Inhabitant,,0,Report$,,,
3339,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936641,1,Kachwari,,Inhabitant,,0,Report$,,,
3340,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936639,1,Doreshpora,,Inhabitant,,0,Report$,,,
3341,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936638,1,Khanbal,,Inhabitant,,0,Report$,,,
3342,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936637,1,Handwara,,Inhabitant,,0,Report$,,,
3343,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,170,1,Khan Pora,,Inhabitant,17000,170,Report$,,,
3344,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,162,1,Sodal,,Inhabitant,16200,162,Report$,,,
3345,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,158,1,Dudi Pora,,Inhabitant,15800,158,Report$,,,
3346,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936645,1,Braripora,,Inhabitant,,0,Report$,,,
3347,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936644,1,Khuramabad,,Inhabitant,,0,Report$,,,
3348,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936643,1,Khirmnan Nandram,,Inhabitant,,0,Report$,,,
3349,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,936640,1,Bagatpora,,Inhabitant,,0,Report$,,,
3350,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,229,1,Wagat,,Inhabitant,22900,229,Report$,,,
3351,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,224,1,Lachi Pora,,Inhabitant,22400,224,Report$,,,
3352,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,223,1,Wadi Pora,,Inhabitant,22300,223,Report$,,,
3353,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,221,1,Waskura,,Inhabitant,22100,221,Report$,,,
3354,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,208,1,Kargam,,Inhabitant,20800,208,Report$,,,
3355,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,174,1,Harni Pora,,Inhabitant,17400,174,Report$,,,
3356,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,155,1,Magam,,Inhabitant,15500,155,Report$,,,
3357,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,230,1,Siraj Pora,,Inhabitant,23000,230,Report$,,,
3358,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,313,2,Pal Pora,,Inhabitant,31300,313,Report$,,,
3359,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,291,2,Choti Pora,,Inhabitant,29100,291,Report$,,,
3360,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,240,2,Wari Pora,,Inhabitant,24000,240,Report$,,,
3361,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,226,2,Wargi Pora,,Inhabitant,22600,226,Report$,,,
3362,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,222,2,Waripora Gonipora,,Inhabitant,22200,222,Report$,,,
3363,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,220,2,Gori Akhar,,Inhabitant,22000,220,Report$,,,
3364,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,219,2,Bahader Pora,,Inhabitant,21900,219,Report$,,,
3365,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,218,2,Bader Kal,,Inhabitant,21800,218,Report$,,,
3366,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,215,2,Khirman Talakchand,,Inhabitant,21500,215,Report$,,,
3367,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,213,2,Buderher,,Inhabitant,21300,213,Report$,,,
3368,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,209,2,Marat Gam,,Inhabitant,20900,209,Report$,,,
3369,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,166,2,Nut Noosa,,Inhabitant,16600,166,Report$,,,
3370,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,165,2,Kawari,,Inhabitant,16500,165,Report$,,,
3371,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,157,2,Tumpora,,Inhabitant,15700,157,Report$,,,
3372,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,154,2,Geeri Pora,,Inhabitant,15400,154,Report$,,,
3373,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,171,2,Vodh Pora,,Inhabitant,17100,171,Report$,,,
3374,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,922898,2,Pahaldaji,phaldaji,Inhabitant,,0,Report$,,,
3375,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,176,2,Maidan Chogul,,Inhabitant,17600,176,Report$,,,
3376,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,177,2,Kulangam,,Inhabitant,17700,177,Report$,,,
3377,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,210,2,Tulwari,,Inhabitant,21000,210,Report$,,,
3378,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,322,2,Pazwal Pora,,Inhabitant,32200,322,Report$,,,
3379,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,228,2,Ashkan Pora,,Inhabitant,22800,228,Report$,,,
3380,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,217,2,Nagra Nar,,Inhabitant,21700,217,Report$,,,
3381,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,216,2,Nabedzeb,,Inhabitant,21600,216,Report$,,,
3382,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,214,2,Badkoot Machipora,,Inhabitant,21400,214,Report$,,,
3383,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,178,2,Chougal,,Inhabitant,17800,178,Report$,,,
3384,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,175,2,Tutigund,,Inhabitant,17500,175,Report$,,,
3385,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,173,2,Rakh Shelhal,,Inhabitant,17300,173,Report$,,,
3386,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,172,2,Authratoo,,Inhabitant,17200,172,Report$,,,
3387,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,168,2,Kandi Khass,,Inhabitant,16800,168,Report$,,,
3388,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,167,2,Tirch,,Inhabitant,16700,167,Report$,,,
3389,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,164,2,Jager Pora,,Inhabitant,16400,164,Report$,,,
3390,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,163,2,Neeli Pora,,Inhabitant,16300,163,Report$,,,
3391,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,161,2,Shelhal,,Inhabitant,16100,161,Report$,,,
3392,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,156,2,Shog Pora,,Inhabitant,15600,156,Report$,,,
3393,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,151,2,Cher Mandi,,Inhabitant,15100,151,Report$,,,
3394,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,119,3,Shadipora,,Inhabitant,12500,119,Report$,,,
3395,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,110,3,Water Khani,,Inhabitant,11500,110,Report$,,,
3396,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,159,3,Bakhiakhar,,Inhabitant,15900,159,Report$,,,
3397,1,JAMMU AND KASHMIR,8,KUPWARA,2,Handwara,120,3,Keegam,,Inhabitant,12600,120,Report$,,,
3398,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,345,1,Chani Pora Bala,,Inhabitant,34600,345,Report$,,,
3399,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,341,1,Badwan,,Inhabitant,34200,341,Report$,,,
3400,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,335,1,Kandi,,Inhabitant,33500,335,Report$,,,
3401,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,334,1,Dildar,,Inhabitant,33400,334,Report$,,,
3402,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,331,1,Teetwal,,Inhabitant,33100,331,Report$,,,
3403,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,936656,1,Purnai,,Inhabitant,,0,Report$,,,
3404,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,936655,1,Chanipora Payeen,,Inhabitant,,0,Report$,,,
3405,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,936653,1,Jabdi,,Inhabitant,,0,Report$,,,
3406,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,357,1,Panj Taran,,Inhabitant,35800,357,Report$,,,
3407,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,342,1,Gomal,,Inhabitant,34300,342,Report$,,,
3408,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,337,1,Hajinar,,Inhabitant,33800,337,Report$,,,
3409,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,936658,1,Draged,,Inhabitant,,0,Report$,,,
3410,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,936657,1,Gundi Shat,,Inhabitant,,0,Report$,,,
3411,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,936654,1,Hundwal,,Inhabitant,,0,Report$,,,
3412,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,922904,2,Gundi Gojran,,Inhabitant,,0,Report$,,,
3413,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,370,2,Nawagabra,,Inhabitant,36600,370,Report$,,,
3414,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,364,2,Hajithra,,Inhabitant,36500,364,Report$,,,
3415,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,361,2,Sudhpora,,Inhabitant,36200,361,Report$,,,
3416,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,360,2,Chatkedi,,Inhabitant,36100,360,Report$,,,
3417,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,348,2,Gund Sayeedan,,Inhabitant,34900,348,Report$,,,
3418,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,343,2,Khawerpara,,Inhabitant,34400,343,Report$,,,
3419,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,330,2,Turban Seemari,,Inhabitant,33000,330,Report$,,,
3420,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,329,2,Kadhama,,Inhabitant,32900,329,Report$,,,
3421,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,340,2,Shamsipora,,Inhabitant,34100,340,Report$,,,
3422,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,369,2,Tanghdar,,Inhabitant,33600,369,Report$,,,
3423,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,367,2,Bijaldara,,Inhabitant,36900,367,Report$,,,
3424,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,366,2,Jabdi.,,Inhabitant,36800,366,Report$,,,
3425,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,365,2,Kohanagabra,,Inhabitant,36700,365,Report$,,,
3426,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,363,2,Ghasla,,Inhabitant,36400,363,Report$,,,
3427,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,362,2,Dhani,,Inhabitant,36300,362,Report$,,,
3428,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,359,2,Amroohi,,Inhabitant,36000,359,Report$,,,
3429,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,358,2,Prada,,Inhabitant,35900,358,Report$,,,
3430,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,356,2,Taad,,Inhabitant,35700,356,Report$,,,
3431,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,355,2,Chanipora Payen,,Inhabitant,35600,355,Report$,,,
3432,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,353,2,Pinglaharidal,,Inhabitant,35400,353,Report$,,,
3433,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,352,2,Bahadurkoot,,Inhabitant,35300,352,Report$,,,
3434,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,351,2,Ibkoot,,Inhabitant,35200,351,Report$,,,
3435,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,350,2,Dringla,,Inhabitant,35100,350,Report$,,,
3436,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,347,2,Chiterkoot,,Inhabitant,34800,347,Report$,,,
3437,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,346,2,Chamkote,,Inhabitant,34700,346,Report$,,,
3438,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,336,2,Bagbela,,Inhabitant,33700,336,Report$,,,
3439,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,333,2,Pir Punjwa,,Inhabitant,33300,333,Report$,,,
3440,1,JAMMU AND KASHMIR,8,KUPWARA,3,Karnah,338,3,Nechyan,,Inhabitant,33900,338,Report$,,,
3441,1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran,2,2,Keran,,Inhabitant,200,2,Report$,,,
3442,1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran,1,2,Bore,,Inhabitant,100,1,Report$,,,
3443,1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran,5,3,Mundiyan,,Inhabitant,500,5,Report$,,,
3444,1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran,3,3,Bogna,,Inhabitant,300,3,Report$,,,
3445,1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran,4,3,Bitchwal,,Inhabitant,400,4,Report$,,,
3446,1,JAMMU AND KASHMIR,8,KUPWARA,6782,Keran,6,3,Patran,,Inhabitant,600,6,Report$,,,
3447,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,88,2,Chowkibal,,Inhabitant,9300,88,Report$,,,
3448,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,78,2,Dard Hari Khar Gund,,Inhabitant,8300,78,Report$,,,
3449,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,77,2,Warsun,,Inhabitant,8200,77,Report$,,,
3450,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,26,2,Dard Pora,,Inhabitant,2700,26,Report$,,,
3451,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,203,3,Bat Pora,,Inhabitant,20300,203,Report$,,,
3452,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,80,3,Kachama,,Inhabitant,8500,80,Report$,,,
3453,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,75,3,Dardsun Reshigund,,Inhabitant,8000,75,Report$,,,
3454,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,79,3,Lone Hari,,Inhabitant,8400,79,Report$,,,
3455,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,86,3,Panzgam,,Inhabitant,9100,86,Report$,,,
3456,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,82,3,Farkin,,Inhabitant,8700,82,Report$,,,
3457,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,91,3,Sonti Pora,,Inhabitant,9600,91,Report$,,,
3458,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,127,3,Kralpora,,Inhabitant,7900,127,Report$,,,
3459,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,94,3,Shuloora,,Inhabitant,9900,94,Report$,,,
3460,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,89,3,Bundnamble,,Inhabitant,9400,89,Report$,,,
3461,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,83,3,Rashan Pora,,Inhabitant,8800,83,Report$,,,
3462,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,92,3,Aalosa,,Inhabitant,9700,92,Report$,,,
3463,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,76,3,Gazriyal,,Inhabitant,8100,76,Report$,,,
3464,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,93,3,Salamatwari,,Inhabitant,9800,93,Report$,,,
3465,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,87,3,Gund Zona Reshi,,Inhabitant,9200,87,Report$,,,
3466,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,85,3,Rawath Pora,,Inhabitant,9000,85,Report$,,,
3467,1,JAMMU AND KASHMIR,8,KUPWARA,6783,Kralpora,81,3,Melyal,,Inhabitant,8600,81,Report$,,,
3468,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,936626,1,Kunan,,Inhabitant,,0,Report$,,,
3469,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,936625,1,Kenthawalli,,Inhabitant,,0,Report$,,,
3470,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,71,2,Hayan,,Inhabitant,7400,71,Report$,,,
3471,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,95,2,Gofa Bal,,Inhabitant,10000,95,Report$,,,
3472,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,68,2,Marhama,,Inhabitant,7000,68,Report$,,,
3473,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,98,2,Hanji Pora,,Inhabitant,10300,98,Report$,,,
3474,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,66,2,Kawari,,Inhabitant,6800,66,Report$,,,
3475,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,70,2,Hundi,,Inhabitant,7200,70,Report$,,,
3476,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,72,3,Gugloosa,,Inhabitant,7600,72,Report$,,,
3477,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,67,3,Zirhama,,Inhabitant,6900,67,Report$,,,
3478,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,69,3,Laderwan,,Inhabitant,7100,69,Report$,,,
3479,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,922900,3,Jumgand,JAMGUND,Inhabitant,,0,Report$,,,
3480,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,126,3,Trehgam,,Inhabitant,7500,126,Report$,,,
3481,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,74,3,Solina,,Inhabitant,7800,74,Report$,,,
3482,1,JAMMU AND KASHMIR,8,KUPWARA,6784,Trehgam,125,3,Herri,,Inhabitant,7300,125,Report$,,,
